id,is_humor,humor_rating,humor_controversy,offense_rating
9138,0,1.539129496,0,0.133443117
9139,1,2.862849236,1,0.043539811
9140,1,1.710177422,0,0.910081446
9141,1,2.264378548,1,0.024061572
9142,1,1.843732476,1,0.124564715
9143,0,1.886190295,0,0.580693781
9144,1,1.950810671,0,0.128557697
9145,1,2.83569169,1,0.021458425
9146,1,2.883831978,0,0.104849234
9147,1,2.563207388,0,0.258097321
9148,0,1.841017604,1,0.349511951
9149,0,1.836406946,0,1.765884161
9150,1,2.867620468,0,0.297894329
9151,1,2.601526022,0,0.116189145
9152,1,2.795479059,1,0.096360274
9153,1,2.716686964,1,1.23478806
9154,0,2.667504549,1,0.081379503
9155,1,1.585484982,1,3.98951745
9156,0,2.847677708,1,0.047443721
9157,0,2.513239622,0,0.02867162
9158,1,1.750192761,1,0.266242087
9159,1,2.328252077,0,0.053582992
9160,0,1.714664221,0,0.047234509
9161,0,2.195205927,0,0.246529266
9162,1,2.313458681,0,1.234962344
9163,0,1.534365892,0,0.265236318
9164,1,2.572220802,1,3.57035327
9165,1,2.297037601,1,2.87263608
9166,0,1.598438501,0,0.577857196
9167,0,2.393632412,0,0.98801738
9168,0,0.867657602,0,0.020659614
9169,1,2.664655447,1,0.046862364
9170,0,2.363728523,1,0.259156734
9171,0,1.530841827,0,0.160783902
9172,1,2.224544048,1,2.061596632
9173,1,2.070870161,1,0.177046224
9174,0,1.712048054,1,0.08348079
9175,1,2.279688835,0,0.19963786
9176,1,2.123248816,0,0.11018952
9177,0,2.450766563,0,0.011652217
9178,0,2.532805681,0,0.028266663
9179,1,2.208234549,1,-0.001132577
9180,1,2.240909338,0,0.807573736
9181,1,2.285881281,1,1.015702844
9182,1,2.507869482,1,1.822624683
9183,1,2.588510036,1,1.749241829
9184,1,2.487090349,1,0.062746547
9185,0,2.07343936,0,0.081752852
9186,1,1.697838783,0,0.164733589
9187,1,2.438565254,1,0.131343022
9188,1,2.99113822,1,0.597823203
9189,1,2.057655573,1,0.100125045
9190,0,1.729918003,0,0.128564626
9191,1,2.26359272,1,0.815493822
9192,0,2.119333982,0,0.122615449
9193,0,1.668410182,0,0.008247095
9194,1,2.043322086,1,3.7242558
9195,0,1.880961418,0,0.077973723
9196,0,2.020749807,1,0.08693438
9197,1,3.265124321,1,-0.009909622
9198,0,1.91404736,0,0.041029345
9199,1,1.235515952,0,2.242340326
9200,1,1.605699539,0,1.27711761
9201,1,2.996448517,1,0.33528012
9202,0,2.729477882,1,0.010458576
9203,0,2.51257658,1,0.005079777
9204,1,2.565181732,1,1.70238471
9205,1,1.860675454,0,1.299098611
9206,1,2.249272585,1,2.573761463
9207,1,2.350916862,1,0.790322125
9208,0,2.839178324,1,0.059027389
9209,1,2.687885761,1,1.43988657
9210,1,3.097361803,1,0.292277843
9211,0,1.734043002,0,0.060515936
9212,0,1.568510532,0,0.065153562
9213,1,2.274282932,1,0.369870633
9214,1,2.064652681,1,3.39414525
9215,0,2.640420198,0,0.044498313
9216,1,2.776152134,1,3.913417101
9217,0,1.284981608,1,0.065449223
9218,0,2.489630222,0,0.068851717
9219,1,2.538434029,0,1.180537581
9220,1,1.806873202,1,1.475650549
9221,1,1.946267128,1,2.316855669
9222,1,2.183241367,1,1.102838755
9223,0,2.439313412,0,0.024553236
9224,1,3.266860723,1,0.106410705
9225,1,2.843491554,1,0.332732916
9226,1,1.803142905,0,0.309169471
9227,1,2.363554955,0,0.123736627
9228,1,2.930436611,1,0.827571273
9229,0,1.934603095,1,0.05952194
9230,1,2.359829664,1,0.023547092
9231,0,2.426025867,1,0.010794303
9232,1,2.285171986,1,0.654330313
9233,1,2.444424868,1,0.199169964
9234,1,2.813060522,1,0.107203007
9235,1,1.892674565,1,1.537543178
9236,1,1.828005552,1,1.226220846
9237,1,2.41977644,1,0.181100979
9238,0,2.11851573,0,0.046645854
9239,1,2.084177971,1,1.51063931
9240,1,2.043195009,1,1.876499653
9241,1,2.167372704,0,0.141760483
9242,0,2.080803633,0,0.353225648
9243,1,2.275208473,1,1.765198469
9244,1,1.626959562,0,2.812699556
9245,1,2.706493139,0,3.324930668
9246,0,2.356119633,1,0.033098903
9247,0,1.637218118,0,1.145492792
9248,1,1.902497292,1,4.351969719
9249,1,2.650081396,1,1.225285411
9250,0,1.699170113,1,0.049396958
9251,0,2.200427294,1,0.025755476
9252,1,2.889959812,1,1.581173658
9253,1,1.799435854,1,1.46406734
9254,0,1.950668812,0,0.59430033
9255,1,2.566693068,0,0.234064698
9256,0,2.33984375,0,0.085614882
9257,0,2.047862291,0,0.032363068
9258,0,1.756905317,0,0.548047483
9259,0,2.040868282,0,0.041758239
9260,0,2.536191702,0,0.15613161
9261,1,3.079897165,1,0.088033706
9262,0,1.903333545,0,0.18089959
9263,0,1.70004642,0,0.02062387
9264,0,2.311538458,0,0.012284788
9265,1,2.28904438,1,1.193765879
9266,1,2.531931877,1,0.240686864
9267,1,1.98131144,0,0.20345521
9268,1,1.740331292,1,0.032432172
9269,1,2.763106108,1,0.141548589
9270,1,2.807821512,1,0.0404227
9271,0,1.963362455,1,0.4322339
9272,1,1.773752213,1,0.065228328
9273,0,2.201659441,1,0.080652066
9274,0,1.530702949,0,0.052769613
9275,0,2.291941166,0,0.223398909
9276,1,2.692864895,1,0.112557076
9277,1,1.915191412,0,0.992207825
9278,0,1.875500917,0,0.217570707
9279,0,2.348065376,0,0.012317438
9280,1,2.778523445,1,0.142280534
9281,1,1.978694081,0,0.110072032
9282,1,1.81917429,0,0.100155741
9283,1,1.888965845,0,4.157244205
9284,0,2.246052265,0,0.15427953
9285,1,2.051151037,0,3.451209784
9286,0,2.362346411,0,-0.018887125
9287,0,2.519371033,0,-0.006758597
9288,0,2.34651494,0,0.209311604
9289,1,2.253217936,0,0.59436667
9290,1,2.297281981,1,0.260789573
9291,0,2.467498064,0,0.009185
9292,0,2.311043501,1,0.055699192
9293,1,1.840603709,1,1.512070775
9294,1,2.044785976,1,1.593989015
9295,1,2.874984026,1,0.05253512
9296,0,2.673892021,0,0.044518095
9297,0,2.695410967,1,0.012002002
9298,1,2.383565903,1,0.44602108
9299,0,2.372394562,0,0.009003603
9300,1,2.709451914,1,0.469843268
9301,1,3.019594908,1,0.099171549
9302,1,1.796457887,0,3.332401037
9303,0,1.941443801,0,0.034531537
9304,0,1.803385615,1,1.153931141
9305,0,2.515223742,0,0.042684224
9306,1,2.723922729,1,0.520498157
9307,0,1.670631886,1,1.456825256
9308,1,2.66251874,0,0.150834039
9309,0,1.343669534,0,0.016288389
9310,1,2.517651558,1,0.054627258
9311,1,2.910695791,1,0.000169444
9312,0,1.998469591,0,0.117777102
9313,1,1.777500391,0,0.261315286
9314,0,2.52537179,0,1.501092076
9315,1,2.245364666,1,0.049399339
9316,1,2.899883986,1,0.22274439
9317,1,2.652220964,1,0.05319668
9318,0,1.676573634,1,0.382333428
9319,1,2.76764822,1,0.688657522
9320,1,2.467808485,0,3.844301701
9321,1,2.963539362,0,0.435489595
9322,1,1.754250169,0,1.285763383
9323,1,3.164335012,0,0.032334279
9324,1,2.372596502,0,3.880903959
9325,1,2.040502071,1,1.971146464
9326,1,2.244957685,0,0.022515127
9327,0,2.986936569,0,0.320871115
9328,0,1.907631993,0,0.020446403
9329,1,1.80848372,1,2.491289616
9330,1,2.647218227,1,0.996946573
9331,1,2.429270029,0,0.21870774
9332,1,1.879928708,0,0.238816813
9333,1,1.815582275,0,0.054593299
9334,1,2.703714848,1,0.117364436
9335,1,2.701246023,0,0.097473525
9336,0,1.916037321,0,0.213779673
9337,1,3.11984849,1,0.113579057
9338,0,2.384735823,1,0.171131223
9339,0,2.067561626,0,0.334463686
9340,0,1.800617814,0,0.307201624
9341,0,1.969473243,0,0.057607692
9342,1,2.576543093,0,0.261737823
9343,0,2.376864195,0,0.092728294
9344,1,1.722530007,1,0.410708696
9345,1,3.086961985,1,0.202866688
9346,1,2.572711468,0,0.161685079
9347,1,2.608246803,1,1.825855494
9348,0,1.415229321,0,0.070985667
9349,1,2.279316664,1,0.129729405
9350,1,2.477649212,1,1.231968403
9351,1,2.260740995,0,0.569071114
9352,1,2.417060375,1,0.15064472
9353,0,2.410183668,0,0.122901253
9354,0,1.629536271,0,0.321607828
9355,1,2.191174269,1,0.046537213
9356,0,1.661369681,0,0.037253547
9357,1,2.000142813,1,0.284505576
9358,0,1.579231143,0,0.081708245
9359,1,2.972186089,1,0.060732227
9360,1,3.364766598,0,0.178921476
9361,0,2.820898533,0,-0.001306142
9362,0,2.628583193,1,0.004582316
9363,1,2.99456811,1,0.900964081
9364,1,3.126949549,0,0.134479374
9365,1,2.3917768,0,3.380714417
9366,1,2.408801556,1,3.148847342
9367,1,2.502937317,0,0.200170413
9368,1,2.561677694,0,0.107777663
9369,1,1.773122668,0,0.075212821
9370,1,2.461564541,1,0.866132259
9371,1,2.107657433,0,3.632776737
9372,0,2.575327635,1,0.023133116
9373,1,2.258917093,1,0.447716594
9374,0,2.84287405,0,0.01698627
9375,0,1.55770731,0,0.124490708
9376,1,1.782873869,0,4.312985897
9377,1,2.206740618,1,1.968290091
9378,1,2.272482872,1,0.909076393
9379,1,1.928250074,0,1.892989993
9380,1,3.034348965,1,0.229702756
9381,0,2.377539873,0,0.026734799
9382,1,3.283604145,1,2.313881159
9383,1,2.597019672,0,1.228043199
9384,1,2.581744909,0,0.042632386
9385,0,1.8538239,0,0.045675535
9386,1,2.465961218,1,0.042499129
9387,0,1.886746168,0,0.07887841
9388,1,2.285431147,0,3.274055719
9389,1,2.137730598,1,0.393437386
9390,0,2.404227734,0,-0.00490283
9391,0,1.690470219,0,0.385870248
9392,1,2.977351904,1,0.124792315
9393,1,2.591055393,1,1.67222333
9394,1,2.376321793,1,0.109686248
9395,1,2.246146202,1,1.197088718
9396,1,1.633506894,0,4.078629971
9397,1,1.771665573,0,0.553570926
9398,1,1.434229732,0,0.092002936
9399,1,2.748499632,0,0.036831096
9400,1,2.862257481,1,1.020846009
9401,1,1.86643517,1,2.22254014
9402,0,2.33899641,0,0.008911177
9403,1,2.19508028,0,1.751999259
9404,1,2.508590221,1,0.171246767
9405,0,2.44111824,1,0.020824902
9406,1,2.137295008,0,0.03990218
9407,0,2.087403536,1,0.087655753
9408,1,2.474915504,1,1.520650744
9409,0,1.874859333,0,0.051651839
9410,0,1.470782995,0,0.007939762
9411,1,2.457203627,0,0.086557984
9412,0,1.788949847,1,0.520405233
9413,0,1.60998106,1,0.285023779
9414,1,2.320735216,1,1.441528678
9415,0,2.272021532,0,0.028140327
9416,1,2.935116768,0,0.063722931
9417,0,2.341080427,0,0.020436807
9418,1,2.870700359,1,0.62450701
9419,0,3.077418089,0,0.024727635
9420,1,1.752789259,0,2.041313171
9421,1,2.010278225,0,1.547008872
9422,0,2.713023186,1,0.010242497
9423,0,2.07329607,0,0.220930174
9424,0,0.93975389,1,0.228154853
9425,1,2.771799803,1,0.246056005
9426,1,3.029546976,1,0.263484657
9427,1,1.117119431,1,2.264271975
9428,0,2.014045,0,0.142470777
9429,1,2.149849415,1,1.229562998
9430,0,2.303659916,0,0.007143071
9431,0,2.237709522,0,0.039575543
9432,1,2.07618475,1,0.404793918
9433,0,2.539554596,0,0.017161442
9434,1,2.371011496,0,0.063226663
9435,0,2.41995573,0,0.005956115
9436,1,3.085272312,0,0.316073775
9437,0,2.522741795,0,0.027660854
9438,1,2.711695194,1,0.750765026
9439,1,2.665766478,1,0.271346807
9440,1,1.942326188,0,2.1065135
9441,0,1.885225415,0,0.16206947
9442,1,2.195635557,1,0.757175684
9443,0,2.942555666,1,0.031617519
9444,1,2.231730223,1,2.30923605
9445,1,2.449440956,1,0.733885467
9446,0,2.508216619,0,0.012652786
9447,1,1.41930294,0,2.56474638
9448,0,1.309699655,0,2.150649786
9449,1,2.503275871,1,0.239949584
9450,1,2.168634176,0,2.618309498
9451,1,2.526542187,0,0.251712918
9452,0,2.266665459,0,0.038852017
9453,1,2.174007654,0,0.217775837
9454,1,2.546827793,0,0.042777553
9455,1,2.642786503,1,0.455777317
9456,1,2.587800503,0,0.200923905
9457,1,1.942050576,0,1.84000802
9458,0,2.196995258,0,0.511020482
9459,0,1.899793625,0,0.083012797
9460,1,1.956138253,1,3.851452589
9461,0,1.843644857,0,0.627921045
9462,1,2.864284754,1,0.045588553
9463,0,2.219300032,0,0.302835047
9464,1,2.223436117,0,0.640546381
9465,1,1.988645673,1,0.602384984
9466,1,2.433672428,1,0.43263483
9467,1,1.90276897,1,1.082835436
9468,0,1.67348516,0,0.038459156
9469,0,1.746314406,0,0.651335776
9470,1,2.473086357,0,0.018806159
9471,1,2.90664053,1,0.167039976
9472,0,1.743625522,0,0.099884547
9473,1,2.053979874,1,0.14595452
9474,0,1.618127942,0,0.126269162
9475,0,1.810071588,1,0.653111696
9476,0,2.017924309,0,0.113419376
9477,1,2.104117393,1,0.12258698
9478,0,1.64125061,0,0.027976017
9479,0,2.754301786,0,0.01808075
9480,0,2.312673807,0,0.027849782
9481,0,2.372766018,0,0.01265495
9482,1,2.695371628,0,0.514018774
9483,0,2.540407419,1,0.037175003
9484,0,2.118966579,1,0.533129752
9485,1,1.827613592,0,0.208692595
9486,1,2.320367813,1,0.499238521
9487,0,1.943290472,0,0.033073671
9488,1,2.733752251,1,0.171258643
9489,1,2.168063641,1,0.356656432
9490,1,1.925835848,0,0.92800051
9491,1,1.829034567,0,0.188804165
9492,1,1.803847671,0,0.379421473
9493,1,2.492815256,1,0.099544704
9494,0,2.51398921,0,0.049405757
9495,1,1.821119666,1,3.49554038
9496,1,1.974159479,0,0.045386408
9497,1,2.362283945,0,0.821202695
9498,0,1.616625547,0,0.065464139
9499,1,1.714316964,1,1.111498117
9500,0,2.495377064,0,-0.013255615
9501,1,2.040486336,0,0.041088451
9502,0,2.539256096,0,0.093995191
9503,1,2.426201344,1,0.466260523
9504,1,2.634630442,1,0.137234479
9505,1,2.38112855,1,0.06105797
9506,1,2.326106548,0,3.423528194
9507,1,2.092550993,1,0.182764441
9508,0,1.497347236,0,0.009195977
9509,1,2.545377254,1,0.238606364
9510,0,2.745757103,1,0.004569021
9511,1,2.353588581,1,2.056653738
9512,0,1.813813448,0,0.033588652
9513,0,1.566223025,1,0.027074426
9514,1,3.140749931,1,0.733570695
9515,1,2.430481911,1,0.436520934
9516,0,1.633925557,0,0.174213946
9517,1,2.015514135,1,0.111024909
9518,1,2.392487764,0,0.355660468
9519,0,1.362869263,0,0.1503295
9520,1,2.542129517,1,1.954161763
9521,1,2.208371162,1,0.1931905
9522,0,2.100582838,0,1.064305067
9523,1,2.90534091,1,0.031299278
9524,1,2.930717945,0,0.043634847
9525,1,2.402814865,0,0.033972681
9526,1,2.078388453,0,0.309119582
9527,1,2.42457056,1,0.292535871
9528,0,1.977018952,1,1.010156989
9529,1,3.094931364,0,0.651506364
9530,1,1.937752128,0,1.169329286
9531,1,2.100132227,0,0.124143951
9532,1,1.459843636,0,1.053375483
9533,0,1.961469531,0,0.076093063
9534,0,2.864173889,1,0.013278339
9535,1,1.680841684,1,1.055298924
9536,0,2.344271421,0,0.783563554
9537,1,1.411024451,0,2.599279642
9538,1,2.663524628,1,0.224723861
9539,0,2.070296049,1,0.075268917
9540,1,2.076133013,1,2.35337472
9541,0,2.016730785,0,0.454284996
9542,1,3.183726788,1,0.063895419
9543,0,2.624547482,0,0.015020766
9544,0,2.38959384,0,0.015446664
9545,1,2.407616138,1,0.345975101
9546,0,2.308959961,0,0.119798474
9547,0,1.81710422,0,0.095684297
9548,0,2.861847162,0,1.177374363
9549,0,2.410170317,0,0.040467862
9550,0,2.618873119,0,-0.016217817
9551,1,1.861293674,0,0.187546656
9552,1,2.878973722,0,0.82307291
9553,1,2.255352974,1,1.653458476
9554,1,2.674920559,1,0.003064644
9555,0,2.208040953,0,0.145534813
9556,1,2.525932074,1,0.273566306
9557,1,1.929205894,1,2.941009045
9558,1,3.008507729,1,0.103090741
9559,1,2.206221342,0,0.327114016
9560,0,1.955948353,0,0.019290671
9561,0,2.299654484,0,0.13113904
9562,0,1.719112396,0,0.025511323
9563,0,2.706456184,0,0.023238622
9564,0,1.992913365,1,0.028098473
9565,1,2.049920559,0,0.073441803
9566,1,1.943746686,1,1.828871131
9567,1,3.400403738,1,1.173546791
9568,0,1.639380336,1,0.541058302
9569,1,2.899133682,1,0.09490367
9570,0,2.124117851,0,0.083621122
9571,0,2.595345974,0,0.005253195
9572,0,1.31116116,0,0.137094766
9573,0,2.478976488,0,0.037075888
9574,1,3.094833136,1,0.033693101
9575,1,2.698134184,1,0.056370523
9576,0,1.637665868,0,0.049963605
9577,1,2.191203117,1,1.523791671
9578,0,2.340447426,0,0.016209982
9579,1,2.948354721,1,0.222042367
9580,0,2.669583797,0,0.19028452
9581,0,2.667175293,1,0.372295082
9582,0,2.298885345,1,0.310225248
9583,1,2.330852509,0,0.004905248
9584,1,2.289310932,1,0.648837566
9585,1,2.985761881,1,0.339037895
9586,0,1.784178972,1,0.433093369
9587,0,1.877054334,0,0.051536337
9588,1,2.671693087,1,0.262477487
9589,1,2.108662605,0,0.015194652
9590,1,2.811159849,0,0.566965342
9591,1,2.487435579,0,0.344695568
9592,1,2.824716091,1,0.886236668
9593,0,2.430363178,0,0.013887038
9594,1,1.406365633,1,0.300371796
9595,0,3.376979589,0,0.096140288
9596,0,2.794508219,0,0.020614149
9597,1,2.680624485,0,0.197056368
9598,1,1.525616646,0,0.335249662
9599,1,1.989824772,0,1.556241155
9600,1,2.404607296,1,0.124372751
9601,0,1.80030334,0,0.052734047
9602,1,1.400046587,0,1.629863262
9603,1,2.889214039,1,0.20048964
9604,1,2.679522038,1,0.07910984
9605,1,3.051100254,0,0.034697589
9606,1,2.523848057,1,0.016535873
9607,0,2.460760593,0,0.073535807
9608,1,2.404244184,0,0.136574
9609,1,1.724397302,1,2.086490393
9610,1,2.367569447,1,0.073697396
9611,0,1.989729881,1,0.131621897
9612,1,3.079627275,1,0.495472521
9613,0,1.644430041,0,0.073981367
9614,0,2.5650599,0,0.005498414
9615,1,2.248151779,1,2.734291792
9616,0,1.880763054,0,0.184680045
9617,1,2.213814497,1,0.111326151
9618,1,1.878703356,1,1.881002188
9619,1,1.727696776,1,4.018373013
9620,1,1.942526937,1,2.499417067
9621,1,2.912724257,0,0.06433513
9622,1,2.395759821,1,0.617805898
9623,0,1.727348208,0,0.478560746
9624,1,2.86945343,1,0.174717024
9625,1,3.131772518,1,0.343046576
9626,0,2.045397758,0,0.364776164
9627,0,2.412220478,0,0.01280233
9628,0,1.571347117,0,0.24145259
9629,0,2.003971338,0,0.327674448
9630,1,3.332498312,1,0.102597304
9631,0,1.870478988,0,0.149485499
9632,0,2.827478409,0,0.062761649
9633,0,1.767588735,0,0.305712372
9634,1,2.164532185,0,0.210534617
9635,0,1.70931375,1,0.019826744
9636,1,2.01829052,1,0.211350918
9637,1,2.084242582,1,0.067451797
9638,1,2.505985022,1,0.337333828
9639,1,2.36129117,1,2.99467659
9640,1,2.323693275,0,1.05981195
9641,1,2.541540384,0,2.623625278
9642,1,2.915682077,1,1.957530379
9643,0,1.067855239,0,0.097219706
9644,1,2.052469492,0,3.652257442
9645,1,1.897485256,1,0.667502582
9646,0,1.923151255,0,0.041668151
9647,0,1.662255883,1,0.147272572
9648,0,2.319526672,0,0.00275389
9649,1,2.881596565,0,0.211906999
9650,1,2.558306694,1,0.175373256
9651,0,2.31772995,1,0.050092723
9652,1,2.324332476,1,0.553259373
9653,1,1.790322065,1,1.117563605
9654,0,2.195086956,0,0.184656575
9655,0,0.963102102,0,0.399722427
9656,0,2.180125713,1,0.094565332
9657,1,2.49255681,1,0.086387709
9658,0,2.921197176,1,0.29323402
9659,0,1.864884615,0,0.02129508
9660,1,3.083861828,1,0.435508996
9661,1,2.755007267,1,0.155476689
9662,1,2.845425844,1,0.272022277
9663,0,1.800966859,0,0.336642951
9664,1,2.048536062,1,3.700214624
9665,1,2.193881273,1,0.102516189
9666,1,2.583313227,1,0.058182266
9667,0,2.234104395,0,0.025652446
9668,1,2.547513008,1,1.714019299
9669,0,1.146526575,1,0.067250267
9670,0,2.43649888,0,0.014029454
9671,1,1.47709167,1,0.874771118
9672,1,3.006650448,1,0.202406645
9673,1,2.641838551,0,0.064596109
9674,0,1.190709591,1,0.147578612
9675,1,2.176671028,1,0.147750422
9676,1,2.445894957,0,0.031211909
9677,1,2.236653805,0,1.99289465
9678,0,2.227511883,0,0.001060604
9679,1,2.264634132,1,0.538868904
9680,0,2.217559814,0,0.032720331
9681,1,2.268251657,1,2.293077707
9682,1,3.014870644,1,0.039290618
9683,0,1.805109739,1,0.016271271
9684,0,1.993220806,0,0.133054271
9685,0,2.768443584,1,0.030836262
9686,0,2.328592539,0,0.652379334
9687,1,2.635189295,1,0.093445547
9688,1,2.359699488,1,2.620339394
9689,1,3.091418266,1,1.580133677
9690,1,2.411689997,0,0.603708327
9691,0,2.251251698,0,0.073204212
9692,1,2.612655163,1,3.815535307
9693,0,1.959975004,0,0.278088331
9694,1,1.851499557,1,3.008235693
9695,1,2.186182022,0,0.056557406
9696,1,2.344557047,1,1.242245078
9697,0,2.756891727,1,0.014901084
9698,0,2.19761467,1,0.391279578
9699,0,2.301850796,0,0.18015787
9700,1,2.284808636,1,0.057539832
9701,1,2.642923832,0,0.168317348
9702,0,2.042104006,1,0.36483866
9703,1,2.497799158,1,0.702442706
9704,1,2.697428226,1,0.067483991
9705,1,3.250368595,1,0.081762187
9706,0,2.572481632,0,-0.008317816
9707,0,2.031378269,0,0.014237938
9708,0,1.725229025,0,0.043601792
9709,0,2.904511929,0,0.047823507
9710,0,2.663043976,0,0.02996104
9711,0,2.691345453,0,0.979189217
9712,0,2.800882101,1,0.021745946
9713,1,2.031228065,1,0.190976337
9714,0,1.92043364,0,0.008219585
9715,1,1.772727013,1,0.469956696
9716,0,2.121750355,0,0.041835833
9717,0,1.70482862,1,0.045437526
9718,1,2.529654741,1,3.668395042
9719,0,2.89794755,1,0.057500888
9720,1,2.205891132,0,2.379112005
9721,1,2.804681301,1,0.213217646
9722,0,1.236029267,0,0.055388268
9723,1,2.386726141,0,1.556107879
9724,1,2.521947622,1,0.129317328
9725,1,2.312565327,1,0.098576777
9726,1,2.434009314,1,1.172242761
9727,1,2.330848455,1,0.032116916
9728,0,2.160384893,0,0.085040055
9729,1,2.163122177,1,3.348350763
9730,0,2.270050526,0,0.032013096
9731,0,2.501660347,0,0.027874574
9732,1,2.179553509,1,0.025644504
9733,1,2.603286266,1,0.087556817
